name,language,integration,technology,tags,threat_names
Tainted Kernel Module Load,kuery,system,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Defense Evasion",Persistence; Defense Evasion
Tainted Out-Of-Tree Kernel Module Load,kuery,system,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Defense Evasion",Persistence; Defense Evasion
Systemd-udevd Rule File Creation,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Defend",Persistence
Authentication via Unusual PAM Grantor,kuery,auditd_manager,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Credential Access,Tactic: Persistence,Data Source: Auditd Manager",Persistence; Credential Access
Unusual SSHD Child Process,kuery,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Defend",Persistence; Lateral Movement; Command and Control
User or Group Creation/Modification,eql,auditd_manager,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Data Source: Auditd Manager",Persistence
Network Connections Initiated Through XDG Autostart Entry,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Defend",Persistence
Yum Package Manager Plugin File Creation,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Defense Evasion,Data Source: Elastic Defend",Persistence; Defense Evasion
Potential Unauthorized Access via Wildcard Injection Detected,eql,"endpoint,auditd_manager",rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Tactic: Credential Access,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Auditd Manager",Privilege Escalation; Credential Access
Potential Privilege Escalation via Container Misconfiguration,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Domain: Container,Data Source: Elastic Defend",Privilege Escalation
Potential Privilege Escalation via Linux DAC permissions,kuery,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Data Source: Elastic Defend",Privilege Escalation
Docker Escape via Nsenter,eql,endpoint,rules/linux,"Domain: Endpoint,Domain: Container,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Data Source: Elastic Defend",Privilege Escalation
Potential Chroot Container Escape via Mount,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Domain: Container,Data Source: Elastic Defend",Privilege Escalation
Potential Privilege Escalation via Enlightenment,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Use Case: Vulnerability,Data Source: Elastic Defend",Privilege Escalation
Privilege Escalation via GDB CAP_SYS_PTRACE,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Data Source: Elastic Defend",Privilege Escalation
Root Network Connection via GDB CAP_SYS_PTRACE,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Tactic: Execution,Tactic: Command and Control,Data Source: Elastic Defend",Privilege Escalation; Execution; Command and Control
Suspicious Kworker UID Elevation,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Tactic: Defense Evasion,Data Source: Elastic Defend,Data Source: Elastic Endgame",Privilege Escalation; Defense Evasion
Modification of Dynamic Linker Preload Shared Object,kuery,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Data Source: Elastic Endgame,Data Source: Elastic Defend",Privilege Escalation
Suspicious Symbolic Link Created,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Tactic: Credential Access,Data Source: Elastic Defend",Privilege Escalation; Credential Access
Potential Privilege Escalation via UID INT_MAX Bug Detected,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Data Source: Elastic Defend,Data Source: Elastic Endgame",Privilege Escalation
Kernel Load or Unload via Kexec Detected,eql,"endpoint,auditd_manager",rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Privilege Escalation,Tactic: Defense Evasion,Data Source: Elastic Defend,Data Source: Elastic Endgame,Data Source: Auditd Manager",Privilege Escalation; Persistence; Defense Evasion
Potential Privilege Escalation via CVE-2023-4911,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Use Case: Vulnerability,Data Source: Elastic Defend",Privilege Escalation
Network Connection via Sudo Binary,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Data Source: Elastic Defend,Data Source: Elastic Endgame",Privilege Escalation
Potential Privilege Escalation via OverlayFS,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Use Case: Vulnerability,Data Source: Elastic Defend",Privilege Escalation
Potential Privilege Escalation via PKEXEC,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Data Source: Elastic Endgame,Use Case: Vulnerability,Data Source: Elastic Defend",Privilege Escalation; Defense Evasion
Potential Buffer Overflow Attack Detected,kuery,N/A,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Tactic: Initial Access,Use Case: Vulnerability,Rule Type: Higher-Order Rule",Privilege Escalation; Initial Access
Privilege Escalation via SUID/SGID,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Tactic: Persistence,Data Source: Elastic Defend",Privilege Escalation; Persistence
Potential Shell via Wildcard Injection Detected,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Tactic: Execution,Data Source: Elastic Defend",Privilege Escalation; Execution
Potential Suspicious DebugFS Root Device Access,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Data Source: Elastic Defend",Privilege Escalation
Potential Shadow File Read via Command Line Utilities,kuery,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Tactic: Credential Access,Data Source: Elastic Endgame,Data Source: Elastic Defend",Privilege Escalation; Credential Access
Potential Sudo Privilege Escalation via CVE-2019-14287,eql,"endpoint,auditd_manager",rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Data Source: Elastic Defend,Use Case: Vulnerability,Data Source: Elastic Endgame,Data Source: Auditd Manager",Privilege Escalation
Potential Sudo Hijacking,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Tactic: Persistence,Data Source: Elastic Defend",Privilege Escalation; Persistence
Potential Sudo Token Manipulation via Process Injection,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Data Source: Elastic Defend",Privilege Escalation
Potential Privilege Escalation via Python cap_setuid,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Data Source: Elastic Defend",Privilege Escalation
Privilege Escalation via CAP_CHOWN/CAP_FOWNER Capabilities,eql,"endpoint,auditd_manager",rules/linux,"Data Source: Auditd Manager,Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Data Source: Elastic Defend",Privilege Escalation
Suspicious Passwd File Event Action,eql,"endpoint,auditd_manager",rules/linux,"Data Source: Auditd Manager,Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Data Source: Elastic Defend",Privilege Escalation
Privilege Escalation via CAP_SETUID/SETGID Capabilities,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Data Source: Elastic Defend",Privilege Escalation
Potential Privilege Escalation via Recently Compiled Executable,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Use Case: Vulnerability,Data Source: Elastic Defend",Privilege Escalation
UID Elevation from Previously Unknown Executable,kuery,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Tactic: Defense Evasion,Data Source: Elastic Defend",Privilege Escalation; Defense Evasion
Namespace Manipulation Using Unshare,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Data Source: Elastic Endgame,Data Source: Elastic Defend",Privilege Escalation
Potential Privilege Escalation through Writable Docker Socket,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Privilege Escalation,Domain: Container,Data Source: Elastic Defend",Privilege Escalation
Access to Keychain Credentials Directories,eql,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Elastic Defend",Credential Access
Dumping Account Hashes via Built-In Commands,kuery,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Elastic Defend",Credential Access
Dumping of Keychain Content via Security Command,eql,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Elastic Defend",Credential Access
Suspicious pbpaste High Volume Activity,eql,"endpoint,jamf_protect",rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Jamf Protect,Data Source: Elastic Defend",Credential Access
Kerberos Cached Credentials Dumping,kuery,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Elastic Defend",Credential Access
Keychain Password Retrieval via Command Line,eql,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Elastic Defend",Credential Access
WebProxy Settings Modification,kuery,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Elastic Defend",Credential Access
Potential macOS SSH Brute Force Detected,kuery,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Elastic Defend",Credential Access
Prompt for Credentials with OSASCRIPT,eql,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Elastic Defend",Credential Access
Suspicious Web Browser Sensitive File Access,eql,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Elastic Defend",Credential Access
SystemKey Access via Command Line,kuery,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Elastic Defend",Credential Access
SoftwareUpdate Preferences Modification,kuery,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Defense Evasion,Data Source: Elastic Defend",Defense Evasion
Quarantine Attrib Removed by Unsigned or Untrusted Process,eql,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Defense Evasion,Data Source: Elastic Defend",Defense Evasion
Attempt to Disable Gatekeeper,kuery,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Defense Evasion,Data Source: Elastic Defend",Defense Evasion
Attempt to Install Root Certificate,kuery,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Defense Evasion,Data Source: Elastic Defend",Defense Evasion
Modification of Environment Variable via Unsigned or Untrusted Parent,kuery,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Defense Evasion,Data Source: Elastic Defend",Defense Evasion
Potential Privacy Control Bypass via TCCDB Modification,eql,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Defense Evasion,Data Source: Elastic Defend",Defense Evasion
Potential Privacy Control Bypass via Localhost Secure Copy,eql,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Privilege Escalation,Tactic: Defense Evasion,Data Source: Elastic Defend",Defense Evasion; Privilege Escalation
Modification of Safari Settings via Defaults Command,kuery,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Defense Evasion,Data Source: Elastic Defend",Defense Evasion
Potential Microsoft Office Sandbox Evasion,kuery,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Defense Evasion,Data Source: Elastic Defend",Defense Evasion
TCC Bypass via Mounted APFS Snapshot Access,kuery,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Defense Evasion,Use Case: Vulnerability,Data Source: Elastic Defend",Defense Evasion
Attempt to Unload Elastic Endpoint Security Kernel Extension,kuery,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Defense Evasion,Data Source: Elastic Defend",Defense Evasion; Persistence
Enumeration of Users or Groups via Built-in Commands,eql,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Discovery,Data Source: Elastic Defend",Discovery
Execution via Electron Child Process Node.js Module,kuery,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Defense Evasion,Tactic: Execution,Data Source: Elastic Defend",Execution; Defense Evasion
Suspicious Browser Child Process,eql,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Initial Access,Tactic: Execution,Data Source: Elastic Defend",Execution; Initial Access
MacOS Installer Package Spawns Network Event,eql,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Execution,Tactic: Command and Control,Data Source: Elastic Defend",Execution; Command and Control
Apple Script Execution followed by Network Connection,eql,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Command and Control,Tactic: Execution,Data Source: Elastic Defend",Execution; Command and Control
Suspicious Automator Workflows Execution,eql,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Execution,Data Source: Elastic Defend",Execution
Shell Execution via Apple Scripting,eql,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Execution,Data Source: Elastic Defend",Execution
Suspicious macOS MS Office Child Process,eql,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Initial Access,Data Source: Elastic Defend",Initial Access
Potential Kerberos Attack via Bifrost,kuery,endpoint,rules/macos,"Domain: Endpoint,OS: macOS,Use Case: Threat Detection,Tactic: Credential Access,Tactic: Lateral Movement,Data Source: Elastic Defend",Lateral Movement; Credential Access
